cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,ore,oreinv,oreoth,oreres,oremult,orenres,orecons,oreag,oregnma,oreothf
"10101","0","944047","1210525","THE NAPOLEON STATE BANK","Napoleon","IN","47034","9/30/2010","8/17/2020","NM","8912 N Ushwy 421","NAPOLEON BCORP","4","0","0","2","0","Ripley","","","12/9/1903","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.napoleonstatebank.com","268","","268","268","0","0","0","0","0",""
"58627","0","3637993","","THE NASHUA BANK","Nashua","NH","3060","9/30/2010","8/17/2020","NM","188 Main St.","","1","0","0","4","0","Hillsborough","31700","Manchester-Nashua, NH","10/1/2007","10/1/2007","10/2/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","","0","","0","0","0","0","0","0","0",""
"57918","0","2949710","2947882","THE NATIONAL BANK","Moline","IL","61265","9/30/2010","8/17/2020","N","2040 1st St. A","NATIONAL BANCSHARES INC","30","0","1","4","0","Rock Island","19340","Davenport-Moline-Rock Island, IA-IL","4/11/2005","4/11/2005","12/31/2008","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","6403","","6403","210","0","400","5793","0","0",""
"10036","15738","534345","1827893","THE NATIONAL BANK & TRUST COMPANY OF SYCAMORE","Sycamore","IL","60178","9/30/2010","8/17/2020","N","230 W. State St.","NI BANCSHARES CORP","10","0","0","4","0","De Kalb","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/29/1867","1/1/1934","4/20/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","7516","","7516","1117","0","4275","2124","0","0",""
"6731","11709","328423","1473571","THE NATIONAL BANK AND TRUST COMPANY","Wilmington","OH","45177","9/30/2010","8/17/2020","N","48 N. South St.","NB&T FINL GROUP EMPLOYEE STK OWNERSHIP PLAN","24","0","0","4","0","Clinton","","","5/10/1872","1/1/1934","3/19/2010","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","3995","","3995","520","0","509","2642","0","324",""
"6728","0","290922","","THE NATIONAL BANK OF ADAMS COUNTY OF WEST UNION","West Union","OH","45693","9/30/2010","8/17/2020","N","28 N. Market","","1","0","0","8","1","Adams","","","4/28/1928","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","http://www.nbaconline.com","559","","559","332","0","102","0","125","0",""
"17603","14211","488653","2348087","THE NATIONAL BANK OF ANDREWS","Andrews","TX","79714","9/30/2010","8/17/2020","N","1501 N. Main St.","ANDREWS BANCSHARES INC","4","0","0","4","1","Andrews","","","11/12/1945","5/18/1956","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.nbabankonline.com","0","","0","0","0","0","0","0","0",""
"6821","0","754929","1139925","THE NATIONAL BANK OF BLACKSBURG","Blacksburg","VA","24060","9/30/2010","8/17/2020","N","100 S. Main St.","NATIONAL BANKSHARES INC","23","0","0","4","0","Montgomery","13980","Blacksburg-Christiansburg-Radford, VA","1/1/1891","1/1/1934","5/26/2006","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.nbbank.com","3026","","3026","153","0","2837","36","0","0",""
"4829","0","746223","2706726","THE NATIONAL BANK OF CAMBRIDGE","Cambridge","MD","21613","9/30/2010","8/17/2020","N","304 High St.","DELMARVA BANCSHARES INC","3","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.1880bank.com","7616","","7616","294","0","2519","4803","0","0",""
"7018","0","234506","","THE NATIONAL BANK OF COXSACKIE","Coxsackie","NY","12051","9/30/2010","8/17/2020","N","3-7 Reed St.","","6","0","0","8","0","Greene","","","1/1/1852","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.nbcoxsackie.com","0","","0","0","0","0","0","0","0",""
"7337","13791","281210","1250660","THE NATIONAL BANK OF DELAWARE COUNTY","Walton","NY","13856","9/30/2010","8/17/2020","N","131-135 Delaware St.","DELAWARE BANCSHARES INC","6","0","0","8","0","Delaware","","","1/1/1890","1/1/1934","11/10/2007","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","60","","60","0","0","60","0","0","0",""
"35338","0","2872340","2872322","THE NATIONAL BANK OF GEORGIA","Athens","GA","30606","9/30/2010","8/17/2020","N","2234 W. Broad St.","NBG BCORP INC","3","0","0","4","0","Clarke","12020","Athens-Clarke County, GA","5/8/2000","5/8/2000","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","8356","","8356","2297","0","2849","3210","0","0",""
"19337","12665","751955","1127070","THE NATIONAL BANK OF HARVEY","Harvey","ND","58341","9/30/2010","8/17/2020","N","721 Lincoln Ave.","FIRST BANK HOLDING CO INC","1","0","0","2","1","Wells","","","1/2/1965","1/2/1965","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","311","","311","0","0","146","165","0","0",""
"33860","13754","2132941","2149622","THE NATIONAL BANK OF INDIANAPOLIS","Indianapolis","IN","46204","9/30/2010","8/17/2020","N","107 N. Pennsylvania St.","NATIONAL BK INPOLIS CORP","12","1","0","4","0","Marion","26900","Indianapolis-Carmel-Anderson, IN","12/8/1993","12/8/1993","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.nbofi.com","9980","","9980","1404","0","7434","1142","0","0","0"
"7590","0","977616","2409755","THE NATIONAL BANK OF MALVERN","Malvern","PA","19355","9/30/2010","8/17/2020","N","King &warren St.","MALVERN BANK CORP","2","0","0","5","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","4/7/1884","1/1/1934","9/16/2010","Stock","0","1","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.natbankmal.com","224","","224","224","0","0","0","0","0",""
"6275","9067","173306","1136214","THE NATIONAL BANK OF MIDDLEBURY","Middlebury","VT","5753","9/30/2010","8/17/2020","N","30 Main St.","MIDDLEBURY NATIONAL CORP","7","0","0","5","0","Addison","","","11/9/1831","1/1/1934","12/3/2008","Stock","0","1","OCC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","nbmvt.com","200","","200","0","0","200","0","0","0",""
"14528","90780","378026","1427024","THE NATIONAL BANK OF OAK HARBOR","Oak Harbor","OH","43449","9/30/2010","8/17/2020","N","147-149 W. Water St.","INDEBANCORP","5","0","0","4","0","Ottawa","45780","Toledo, OH","7/2/1934","7/2/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","237","","237","218","0","19","0","0","0",""
"21329","0","406059","1133026","THE NATIONAL BANK OF TEXAS AT FORT WORTH","Fort Worth","TX","76106","9/30/2010","8/17/2020","N","2535 N.E. 28th St.","HORIZON BANKSHARES INC","3","0","0","7","1","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","11/29/1973","11/29/1973","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.nbt.bank","480","","480","0","0","480","0","0","0",""
"5331","0","881544","1248555","THE NATIONAL BANK OF WAUPUN","Waupun","WI","53963","9/30/2010","8/17/2020","N","210 E. Main St.","NATIONAL BANCSHARES WAUPUN INC","4","0","0","4","0","Fond Du Lac","22540","Fond du Lac, WI","9/1/1905","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","","2230","","2230","35","0","1416","779","0","0",""
"2093","0","791821","","THE NATIONAL CAPITAL BANK OF WASHINGTON","Washington","DC","20003","9/30/2010","8/17/2020","N","316 Pennsylvania Ave, S.E.","","2","0","0","4","0","District Of Columb","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","8/30/1889","1/1/1934","10/30/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.nationalcapitalbank.com","0","","0","0","0","0","0","0","0",""
"2608","12246","863607","1115406","THE NATIONAL GRAND BANK OF MARBLEHEAD","Marblehead","MA","1945","9/30/2010","8/17/2020","N","91 Pleasant St.","GRAND BANK CORP","2","0","0","5","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1831","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","ngbank.com","0","","0","0","0","0","0","0","0",""
"2496","11090","1008209","2606693","THE NATIONAL IRON BANK","Salisbury","CT","6068","9/30/2010","8/17/2020","N","195 Main St.","IRON BANCSHARES INC","4","0","0","5","1","Litchfield","","","8/17/1847","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","http://WWW.IRONBANK.COM","0","","0","0","0","0","0","0","0",""
"916","0","215130","3232688","THE NATIONAL REPUBLIC BANK OF CHICAGO","Chicago","IL","60607","9/30/2010","8/17/2020","N","1201 W. Harrison","NRBC HOLDING CORP","2","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","2/1/1897","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","","8300","","8300","0","0","5212","3088","0","0",""
"7128","16125","313401","2589732","THE NATIONAL UNION BANK OF KINDERHOOK","Kinderhook","NY","12106","9/30/2010","8/17/2020","N","1 Hudson St.","KINDERHOOK BANK CORP","6","0","0","4","0","Columbia","","","10/1/1853","1/1/1934","6/2/2010","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","0","","0","0","0","0","0","0","0",""
"15188","11835","786443","3009938","THE NECEDAH BANK","Necedah","WI","54646","9/30/2010","8/17/2020","NM","212 Main St.","AMERICAN NB BEAVER DAM EMPLOYEE STK OWNERSHIP TR","1","0","0","4","0","Juneau","","","7/15/1899","6/20/1935","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","1486","","1486","294","160","387","645","0","0",""
"7646","0","144913","1140097","THE NEFFS NATIONAL BANK","Neffs","PA","18065","9/30/2010","8/17/2020","N","5629 Pennsylvania Rt. 873","NEFFS BCORP INC","1","0","0","8","0","Lehigh","10900","Allentown-Bethlehem-Easton, PA-NJ","4/3/1923","1/1/1934","6/2/2010","Stock","0","0","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.neffsnatl.com","468","","468","468","0","0","0","0","0",""
"11483","10468","178057","1471951","THE NEHAWKA BANK","Nehawka","NE","68413","9/30/2010","8/17/2020","NM","Main St.","WALLCO INC","2","0","0","5","0","Cass","36540","Omaha-Council Bluffs, NE-IA","10/1/1895","1/1/1934","10/17/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","","38","","38","16","0","22","0","0","0",""
"13603","0","331553","1250585","THE NEKOMA STATE BANK","La Crosse","KS","67548","9/30/2010","8/17/2020","NM","801 Main St.","NSB BANCSHARES INC","2","0","0","2","0","Rush","","","9/18/1916","1/11/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","0","","0","0","0","0","0","0","0",""
"13305","11809","305442","2257228","THE NEW WASHINGTON STATE BANK","New Washington","IN","47162","9/30/2010","8/17/2020","NM","402 E Main St.","NEW INDEPENDENT BANCSHARES INC","8","0","0","4","1","Clark","31140","Louisville-Jefferson County, KY-IN","3/8/1908","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","https://www.newwashbank.com","2531","","2531","860","0","1235","436","0","0",""
"9757","15509","768252","1122824","THE NICOLLET COUNTY BANK OF SAINT PETER","Saint Peter","MN","56082","9/30/2010","8/17/2020","NM","212 S. 3rd St.","SAINT PETER AGENCY INC","1","0","0","2","1","Nicollet","31860","Mankato-North Mankato, MN","3/22/1883","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","0","","0","0","0","0","0","0","0",""
"8904","11379","770657","1066414","THE NODAWAY VALLEY BANK","Maryville","MO","64468","9/30/2010","8/17/2020","NM","Third &main St.","NODAWAY VALLEY BANCSHARES INC","10","0","0","2","1","Nodaway","","","12/12/1868","1/1/1934","5/25/2007","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.nvb.com","1290","","1290","40","0","0","1250","0","0",""
"16030","13295","166111","","THE NORTH COUNTRY SAVINGS BANK","Canton","NY","13617","9/30/2010","8/17/2020","SB","127 Main St.","","5","0","0","5","0","Saint Lawrence","","","5/9/1909","7/1/1943","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","northcountrysavings.bank","368","","368","368","0","0","0","0","0",""
"8063","9459","947749","1136830","THE NORTH SALEM STATE BANK","North Salem","IN","46165","9/30/2010","8/17/2020","NM","7 N. Broadway St.","NORTH SALEM STATE BCORP THE","5","0","0","2","0","Hendricks","26900","Indianapolis-Carmel-Anderson, IN","7/14/1923","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.nssb.bank","1240","","1240","193","0","1033","14","0","0",""
"9457","0","615217","","THE NORTH SIDE BANK AND TRUST COMPANY","Cincinnati","OH","45223","9/30/2010","8/17/2020","SM","4125 Hamilton Ave.","","7","0","0","4","0","Hamilton","17140","Cincinnati, OH-KY-IN","1/1/1892","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.nsbt.net","2556","","2556","2556","0","0","0","0","0",""
"26454","14252","149271","","THE NORTHAMPTON CO-OPERATIVE BANK","Northampton","MA","1060","9/30/2010","8/17/2020","SM","67 King St.","","4","0","0","5","0","Hampshire","44140","Springfield, MA","1/1/1889","12/4/1985","3/31/2006","Non-Stock","0","1","FED","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","0","","0","0","0","0","0","0","0",""
"10187","0","75455","","THE NORTHERN STATE BANK OF GONVICK","Gonvick","MN","56644","9/30/2010","8/17/2020","NM","283 Main St.","","1","0","0","2","1","Clearwater","","","5/12/1928","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.nsbgonvick.com","0","","0","0","0","0","0","0","0",""
"913","14033","210434","1199611","THE NORTHERN TRUST COMPANY","Chicago","IL","60675","9/30/2010","8/17/2020","SM","50 S. Lasalle St.","NORTHERN TRUST CORP","15","2","0","1","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1889","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","WASHINGTON","Chicago","Chicago","Central","Central","0","0","www.northerntrust.com","10902","","10902","3400","0","7502","0","0","0","0"
"7666","11560","70414","2575726","THE NORTHUMBERLAND NATIONAL BANK","Northumberland","PA","17857","9/30/2010","8/17/2020","N","245 Front St.","NORTHUMBERLAND BCORP","6","0","0","5","0","Northumberland","","","11/2/1903","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://WWW.NORRYBANK.COM","59","","59","59","0","0","0","0","0",""
"10334","0","960560","","THE OAKWOOD STATE BANK","Oakwood","TX","75855","9/30/2010","8/17/2020","NM","300 Main St.","","1","0","0","7","0","Leon","","","1/1/1900","1/1/1934","8/20/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.oakwoodbank.com","0","","0","0","0","0","0","0","0",""
"57559","17955","3218280","1070840","THE OCULINA BANK","Fort Pierce","FL","34950","9/30/2010","8/17/2020","SA","1100 Colonnades Dr.","COLONIAL BANC CORP","8","0","0","4","0","Saint Lucie","38940","Port St. Lucie, FL","1/2/2004","1/2/2004","3/10/2010","Stock","0","0","OTS","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","4160","0","4160","571","0","2790","799","","0",""
"27328","10080","1215726","4001162","THE OHIO STATE BANK","Marion","OH","43302","9/30/2010","8/17/2020","NM","111 S. Main St.","RBANCSHARES INC","5","0","0","4","0","Marion","","","8/23/1988","8/23/1988","4/20/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","1534","","1534","979","416","14","125","0","0",""
"384","10041","498317","2012436","THE OHIO VALLEY BANK COMPANY","Gallipolis","OH","45631","9/30/2010","8/17/2020","NM","420 3rd Ave.","OHIO VALLEY BANC CORP","15","0","1","4","0","Gallia","","","1/1/1872","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.ovbc.com","4512","","4512","298","0","0","4214","0","0",""
"4163","52279","311452","1058129","THE OKEMAH NATIONAL BANK","Okemah","OK","74859","9/30/2010","8/17/2020","N","302 W. Broadway St","OK BCORP INC","1","0","0","8","1","Okfuskee","","","1/1/1902","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","0","","0","0","0","0","0","0","0",""
"3827","16033","411240","1248377","THE OLD EXCHANGE NATIONAL BANK OF OKAWVILLE","Okawville","IL","62271","9/30/2010","8/17/2020","N","Walnut &nashville St.","OKAWVILLE BANCSHARES INC","1","0","0","2","1","Washington","","","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.oenbokawville.com","40","","40","40","0","0","0","0","0",""
"10255","11857","564324","2257620","THE OLD FORT BANKING COMPANY","Old Fort","OH","44861","9/30/2010","8/17/2020","NM","8034 Main St.","GILLMOR FINANCIAL SERVICES INC","10","0","0","4","0","Seneca","","","1/16/1916","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.oldfortbank.com","3550","","3550","123","0","1402","2025","0","0",""
"6892","12252","186221","1076673","THE OLD POINT NATIONAL BANK OF PHOEBUS","Hampton","VA","23663","9/30/2010","8/17/2020","N","1 W. Mellen St.","OLD POINT FINANCIAL CORP","24","0","0","4","0","Hampton City","47260","Virginia Beach-Norfolk-Newport News, VA-NC","11/4/1922","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","http://www.oldpoint.com","10140","","10140","2076","0","2613","5451","0","0",""
"13697","0","396356","","THE OLPE STATE BANK","Olpe","KS","66865","9/30/2010","8/17/2020","NM","202 Westphalia St.","","1","0","0","2","1","Lyon","","","10/5/1905","1/24/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","www.olpestatebank.com","159","","159","60","0","99","0","0","0",""
"15975","0","723710","","THE ONEIDA SAVINGS BANK","Oneida","NY","13421","9/30/2010","8/17/2020","SB","182 Main St.","","13","0","0","8","0","Madison","45060","Syracuse, NY","4/1/1866","7/1/1943","4/2/2007","Stock","0","1","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","782","","782","583","0","199","0","0","0",""
"9137","0","313223","2582452","THE OSGOOD STATE BANK","Osgood","OH","45351","9/30/2010","8/17/2020","NM","275 W. Main St.","OSB BCORP INC","4","0","0","2","0","Darke","","","1/1/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","http://www.osgoodbank.com","752","","752","168","0","584","0","0","0",""
"8403","0","443625","","THE OTTOVILLE BANK COMPANY","Ottoville","OH","45876","9/30/2010","8/17/2020","SM","161 W. 3rd St.","","1","0","0","7","0","Putnam","","","1/1/1904","1/1/1934","6/3/2010","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.ottovillebank.com","0","","0","0","0","0","0","0","0",""
"3376","0","780263","3491869","THE OZONA NATIONAL BANK","Ozona","TX","76943","9/30/2010","8/17/2020","N","503 11th St.","ONB BANCSHARES INC","6","0","0","2","1","Crockett","","","6/1/1905","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.ozonabank.com","1595","","1595","35","0","1459","101","0","0",""
"16664","10257","285740","1099908","THE PADUCAH BANK AND TRUST COMPANY","Paducah","KY","42001","9/30/2010","8/17/2020","NM","555 Jefferson St.","PADUCAH BANK SHARES INC","5","0","0","4","1","Mccracken","","","1/24/1948","1/24/1948","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","www.paducahbank.com","386","","386","386","0","0","0","0","0",""
"6872","0","233527","1426960","THE PAGE VALLEY BANK","Luray","VA","22835","9/30/2010","8/17/2020","SM","17 W. Main St.","BLUE RIDGE BANKSHARES INC","4","0","0","4","0","Page","","","4/14/1893","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","0","","0","0","0","0","0","0","0",""
"13986","0","403254","3229473","THE PALISADES NATIONAL BANK","Palisade","CO","81526","9/30/2010","8/17/2020","N","600 W. 8th Highway 24@37.3","BANK OF CHOICE HOLDING CO","2","0","0","7","0","Mesa","24300","Grand Junction, CO","12/11/1905","2/27/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.transactbank.com","677","","677","231","0","0","301","145","0",""
"57456","0","3167883","3593277","THE PALM BANK","Tampa","FL","33629","9/30/2010","8/17/2020","NM","2302 S. Macdill Ave.","PALM BCORP INC","4","0","0","4","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","2/11/2003","2/11/2003","11/13/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","","1768","","1768","81","0","522","1165","0","0",""
"8997","14487","862824","1075984","THE PALMETTO BANK","Laurens","SC","29360","9/30/2010","8/17/2020","NM","101 W. Main St.","PALMETTO BANCSHARES INC","34","0","0","4","0","Laurens","24860","Greenville-Anderson-Mauldin, SC","8/17/1906","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","22508","","22508","2558","249","9952","9749","0","0",""
"4556","11792","1007051","1099065","THE PARIS NATIONAL BANK","Paris","MO","65275","9/30/2010","8/17/2020","N","118 N. Main St.","PARIS BANCSHARES INC","1","0","0","2","0","Monroe","","","10/1/1865","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.tpnbbank.com","667","","667","0","0","600","67","0","0",""
"19797","10323","104038","1083934","THE PARK AVENUE BANK","Valdosta","GA","31602","9/30/2010","8/17/2020","SM","3102 N. Oak St. Extension","PAB BANKSHARES INC","12","0","1","4","0","Lowndes","46660","Valdosta, GA","8/1/1956","3/1/1968","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","99217","","99217","7065","3200","12528","76424","0","0",""
"19608","10183","403946","1209716","THE PARK BANK","Madison","WI","53713","9/30/2010","8/17/2020","NM","2401 S. Park St.","PARK BCORP INC","12","0","0","4","0","Dane","31540","Madison, WI","7/18/1966","7/18/1966","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.parkbank.com","5970","","5970","1420","207","0","4343","0","0",""
"6653","11091","489623","1142336","THE PARK NATIONAL BANK","Newark","OH","43055","9/30/2010","8/17/2020","N","50 N. 3rd St.","PARK NATIONAL CORP","125","0","1","4","0","Licking","18140","Columbus, OH","7/8/1908","1/1/1934","9/20/2008","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","0","www.parknationalbank.com","9658","","9658","3661","0","3365","2632","0","0",""
"30869","0","105071","2384508","THE PATAPSCO BANK","Baltimore","MD","21222","9/30/2010","8/17/2020","SM","1301 Merritt Blvd.","PATAPSCO BCORP INC","5","0","0","4","0","Baltimore","12580","Baltimore-Columbia-Towson, MD","1/1/1910","12/19/1957","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","2537","","2537","36","0","472","2029","0","0",""
"9440","0","389826","","THE PATASKALA BANKING COMPANY","Pataskala","OH","43062","9/30/2010","8/17/2020","NM","354 S. Main St.","","3","0","0","8","0","Licking","18140","Columbus, OH","1/1/1888","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","http://www.pataskalabank.com","82","","82","82","0","0","0","0","0",""
"10055","11949","631039","1137202","THE PATTERSON BANK","Patterson","GA","31557","9/30/2010","8/17/2020","NM","6365 Hwy. 84","PATTERSON BANKSHARES INC","3","0","0","4","1","Pierce","","","6/19/1907","1/1/1934","6/30/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","www.fsb-bank.bank","4881","","4881","1890","0","875","2116","0","0",""
"4173","11322","454658","1062715","THE PAULS VALLEY NATIONAL BANK","Pauls Valley","OK","73075","9/30/2010","8/17/2020","N","101 W. Paul Ave.","VALLEY BANCSHARES INC","5","0","0","8","0","Garvin","","","1/1/1905","1/1/1934","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.pvnb.com/www.pvnational.com","76","","76","0","0","0","76","0","0",""
"12485","52307","455150","2168977","THE PAYNE COUNTY BANK","Perkins","OK","74059","9/30/2010","8/17/2020","SM","202 S. Main St.","EMPLOYEE STK OWNERSHIP PLAN EMP PAYNE CNTY BK","1","0","0","8","1","Payne","","","1/8/1898","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.paynecountybank.com","0","","0","0","0","0","0","0","0",""
